,name,legislature,iniciative,type,principal,secondary,abstract,status_date1,status1,status_notes1,status date,status,notes,authors,link
945,Por medio de la cual se establecen lineamientos de política pública y condiciones generales para la prestación de servicios de salud bucodental en Colombia y se dictan otras disposiciones. [Salud bucodental],Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Seguridad Social y salud,Bienestar y pobreza,"Pretende la definición de parámetros generales de actuación y el establecimiento de estrategias para el abordaje integral del problema de la salud bucodental en el contexto de la salud pública. Busca establecer los parámetros generales en los que intervendrán los actores del sistema permitiendo su participación activa en la construcción colectiva de una verdadera política pública de Salud Bucodental, que favorezca la articulación intersectorial en el abordaje de las problemáticas que afectan la salud bucodental y que responda a las necesidades y posibilidades actuales en los diferentes territorios de Colombia.",8/26/2020,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Gabriel Jaime Velasco Ocampo, Jairo Giovany Cristancho Tarache",ppor-medio-de-la-cual-se-establecen-lineamientos-de-politica-publica-y-condiciones-generales-para-la-prestacion-de-servicios-de-salud-bucodental-en-colombia-y-se-dictan-otras-disposiciones-salud-bucodental/11208
946,Por medio del cual se limitan los períodos de los miembros de los cuerpos colegiados de elección directa. [Límite a períodos de los miembros de los cuerpos colegiados],Jul 2020 - Jul 2021,Legislativa,Proyecto Acto Legislativo,Rama Legislativa,Administración pública,"El proyecto de acto legislativo presentado a consideración del Congreso de la República, busca limitar la elección de cuerpos colegiados de elección directa, de forma que sus integrantes solo puedan elegirse por máximo tres (3) períodos en la misma corporación, de manera consecutiva o no consecutiva.",3/16/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Archivado por Vencimiento de Términos - Gaceta: S/N,Art 224 Ley 5 de 1992,"Guillermo García Realpe, Jorge Eliécer Guevara, Jorge Eduardo Londoño Ulloa, Temístocles Ortega Narváez, Angélica Lozano Correa, Iván Cepeda Castro, Maritza Martínez Aristizábal, Juan Luis Castro Córdoba, Andrés García Zuccardi, César Augusto Ortiz Zorro, José Luis Correa López, Wilmer Leal Pérez, Gabriel Santos García, León Fredy Muñoz Lopera, Juanita María Goebertus Estrada, Mauricio Andrés Toro Orjuela, José Daniel López Jiménez, Luis Iván Marulanda Gómez, Antonio Eresmid Sanguino Páez, Catalina Ortiz Lalinde",ppor-medio-del-cual-se-limitan-los-periodos-de-los-miembros-de-los-cuerpos-colegiados-de-eleccion-directa-limite-a-periodos-de-los-miembros-de-los-cuerpos-colegiados/11464
947,"Por la cual se establece la reglamentación del sistema de calificación del origen del accidente de la enfermedad, de la pérdida de capacidad laboral, su origen y su fecha de estructuración y el adecuado procedimiento de las juntas médico laborales de calificación regionales y nacional y se dictan otras disposiciones. [Sistema de calificación laboral]",Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,Laboral,Seguridad Social y salud,"La presente ley tiene por objeto armonizar, organizar y garantizar, la oportunidad, el derecho al debido proceso y la coherencia administrativa, en el reconocimiento de los derechos a las prestaciones asistenciales y económicas de los trabajadores afiliados al Sistema General de Seguridad Social Integral y general de los habitantes del territorio nacional que se vean afectados en su integridad física y/o mental, como consecuencia de padecer las secuelas de una enfermedad o un accidente, sean éstos de origen común o laboral.",9/19/2018,Radicado - Gaceta: S/N,Sin anotaciones,6/12/2019,"Retirado por el Autor - Gaceta: 593/19, 594/19",Art 155 Ley 5 de 1992,"Antonio Eresmid Sanguino Páez, David Ricardo Racero Mayorca, Edwing Fabián Díaz Plata, Gustavo Bolívar Moreno, Alexánder López Maya, Jorge Alberto Gómez Gallego, Iván Cepeda Castro, Jesús Alberto Castilla Salazar",ppor-la-cual-se-establece-la-reglamentacion-del-sistema-de-calificacion-del-origen-del-accidente-de-la-enfermedad-de-la-perdida-de-capacidad-laboral-su-origen-y-su-fecha-de-estructuracion-y-el-adecuado-procedimiento-de-las-juntas-medico-laborales-de-calificacion-regionales-y-nacional-y-se-dictan-otras-disposiciones-sistema-de-calificacion-laboral/9673
948,"Por medio de la cual se modifican los artículos 131, 136 y 159 de la Ley 769 de 2002 por la cual se expide el Código Nacional de Tránsito Terrestre y se dictan otras disposiciones. [Comparendos]",Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,Tránsito y transporte,Economía,"El presente proyecto de ley tiene como objetivo disminuir los valores de las multas correspondientes a las infracciones de tránsito contempladas en el artículo 131 de la Ley 769 del 2002, esto debido principalmente a los elevados valores que contienen las sanciones monetarias por el cumplimiento de infracciones de tránsito de menor impacto y gravedad",4/2/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2019,Retirado por el Autor - Gaceta: S/N,Art 155 Ley 5 de 1992,"Alexánder Harley Bermúdez Lasso, Jezmi Lizeth Barraza Arraut, Fabio Fernando Arroyave Rivas, Mauricio Gómez Amín",ppor-medio-de-la-cual-se-modifican-los-articulos-131-136-y-159-de-la-ley-769-de-2002-por-la-cual-se-expide-el-codigo-nacional-de-transito-terrestre-y-se-dictan-otras-disposiciones-comparendos/9929
949,Por medio del cual se garantiza la aplicación de la silla vacía a partidos políticos corruptos. [Silla vacía por corrupción],Jul 2019 - Jul 2020,Legislativa,Proyecto Acto Legislativo,Corrupción,Partidos y movimientos,"“Cuando a un miembro de una Corporación Pública le sea anulada su elección, solo podrá ser reemplazado si el Consejo de Estado así lo autoriza en la sentencia que declara la nulidad. El Consejo de Estado debe autorizar expresamente al presidente de la respectiva Corporación a realizar el llamamiento al candidato no elegido del partido, coalición, movimiento político, o grupo significativo de ciudadanos. Si no se dice nada sobre el llamamiento, se entiende que este está prohibido”.",7/24/2019,Radicado - Gaceta: S/N,Sin anotaciones,12/17/2019,Archivado por Vencimiento de Términos - Gaceta: S/N,Art 224 Ley 5 de 1992,"Luis Alberto Albán Urbano, Jairo Reinaldo Cala Suárez, Carlos Alberto Sergio Carreño Marín, Julián Gallo Cubillos, Sandra Ramírez Lobo Silva, Victoria Sandino Simanca Herrera, Feliciano Valencia Medina, Wilson Neber Arias Castillo, Jesús Alberto Castilla Salazar, Iván Cepeda Castro, Gustavo Bolívar Moreno, María José Pizarro Rodríguez, David Ricardo Racero Mayorca",ppor-medio-del-cual-se-garantiza-la-aplicacion-de-la-silla-vacia-a-partidos-politicos-corruptos-silla-vacia-por-corrupcion/10185
950,"Por medio de la cual elimina el cobro de interés de mora a todos los pagos realizados a través de establecimientos bancarios, en horario extendido y en días no hábiles. [Elimina cobro de interés de mora en horario extendido]",Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Economía,Asuntos administrativos,"La presente ley tiene por objeto garantizar que todo recaudo efectuado en horario extendido y en días no hábiles, a través de establecimientos bancarios, no causen intereses de mora al deudor de la obligación.",10/15/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Honorio Miguel Henríquez Pinedo,ppor-medio-de-la-cual-elimina-el-cobro-de-interes-de-mora-a-todos-los-pagos-realizados-a-traves-de-establecimientos-bancarios-en-horario-extendido-y-en-dias-no-habiles-elimina-cobro-de-interes-de-mora-en-horario-extendido/10441
951,"Proyecto mediante la cual se establecen disposiciones para garantizar la responsabilidad patrimonial en las Entidades Promotoras de Salud (EPS) del Sistema General de Seguridad Social en Salud, se adoptan lineamientos para su acreditación y se dictan otras disposiciones. [Responsabilidad patrimonial en las EPS]",Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Economía,Seguridad Social y salud,"Mediante la presente ley se establecen disposiciones que garantizan la responsabilidad patrimonial de los controlantes, administradores y beneficiarios reales de las Entidades Promotoras de Salud (EPS) en el Sistema General de Seguridad Social en Salud con el fin de preservar la estabilidad financiera del Sistema, y se establecen lineamientos para la reglamentación de un sistema de acreditación en calidad que garantice la administración financiera sostenible de estas entidades.",7/28/2020,Radicado - Gaceta: S/N,Sin anotaciones,11/27/2020,"Concepto Institucional - Gaceta: 1391/20, 1398/20",Ministerio de Hacienda y Crédito Público,"Álvaro Uribe Velez, Luis Fernando Velasco Cháves, Alejandro Alberto Vega Pérez, Horacio José Serpa Moncada, John Jairo Roldán Avendaño, Crisanto Pisso Mazabuel, Miguel Ángel Pinto Hernández, Nubia López Morales, Mauricio Gómez Amín, Juan Diego Echavarría Sánchez, Jaime Enrique Durán Barrera, Andrés Cristo Bustos, Nilton Córdoba Manyoma, Alejandro Carlos Chacón Camargo, Mario Alberto Castaño Pérez, Carlos Julio Bonilla Soto, Julián Bedoya Pulgarín, Fabio Raúl Amín Saleme, Iván Darío Agudelo Zapata, Laura Ester Fortich Sánchez",pproyecto-mediante-la-cual-se-establecen-disposiciones-para-garantizar-la-responsabilidad-patrimonial-en-las-entidades-promotoras-de-salud-eps-del-sistema-general-de-seguridad-social-en-salud-se-adoptan-lineamientos-para-su-acreditacion-y-se-dictan-otras-disposiciones-responsabilidad-patrimonial-en-las-eps/10953
952,"Por medio de la cual se aprueba el «Tratado entre la República de Colombia y la República Italiana sobre el traslado de personas condenadas», suscrito en Roma, República Italiana, el 16 de diciembre de 2016. [Tratado de traslado de personas condenadas con Italia]",Jul 2020 - Jul 2021,Gubernamental,Proyecto de Ley,Política Internacional,Rama Judicial,"Busca establecer e incorporar el ordenamiento jurídico colombiano herramientas efectivas, eficientes y eficaces de colaboración o asistencia mutua y recíproca entre Colombia e Italia para que se puedan adelantar las gestiones necesarias y los trámites administrativos correspondientes para que los nacionales de cada estado puedan regresar a su país de origen para terminar de cumplir una sentencia impuesta por la otra parte.",8/26/2020,Radicado - Gaceta: S/N,Sin anotaciones,7/26/2022,Sancionado como Ley - Gaceta: 1002/22,Ley 2263 de 2022,"Viceministro de Política Criminal y Justicia Restaurativa. Javier Augusto Sarmiento Olarte , Ministra de Relaciones Exteriores. Claudia Blum ",ppor-medio-de-la-cual-se-aprueba-el-tratado-entre-la-republica-de-colombia-y-la-republica-italiana-sobre-el-traslado-de-personas-condenadas-suscrito-en-roma-republica-italiana-el-16-de-diciembre-de-2016-tratado-de-traslado-de-personas-condenadas-con-italia/11209
953,Proyecto de Acto Legislativo que modifica el artículo 48 de la Constitución Política adicionado por el Acto Legislativo 01 de 2005. [Pensiones],Jul 2020 - Jul 2021,Legislativa,Proyecto Acto Legislativo,Seguridad Social y salud,Economía,"La reforma se divide en dos modificaciones. Una, la corrección y disminución de los topes pensionales existentes, y la otra, consistente en la inclusión de los parámetros y determinantes que deberán guiar y respetar cualquier tipo de reforma al sistema de protección a la vejez acorde con las experiencias internacionales y las normativas de la Organización Internacional del Trabajo.",3/16/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Archivado por Vencimiento de Términos - Gaceta: S/N,Art 224 Ley 5 de 1992,"Alexánder López Maya, Jorge Eduardo Londoño Ulloa, Luciano Grisales Londoño, Angélica Lozano Correa, Ángela María Robledo Gómez, Juan Luis Castro Córdoba, José Luis Correa López, Wilmer Leal Pérez, León Fredy Muñoz Lopera, Luvi Katherine Miranda Peña, Juanita María Goebertus Estrada, Victoria Sandino Simanca Herrera, Julián Gallo Cubillos, Antonio Eresmid Sanguino Páez, Catalina Ortiz Lalinde",pproyecto-de-acto-legislativo-que-modifica-el-articulo-48-de-la-constitucion-politica-adicionado-por-el-acto-legislativo-01-de-2005-pensiones/11465
954,"Por medio del cual se declara el Centro Geográfico de Colombia como Patrimonio Cultural de la Nación, y se dictan otras disposiciones. [Centro Geográfico de Colombia como Patrimonio]",Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,"Celebraciones, honores y monumentos",,"El gobierno nacional podrá destinar las apropiaciones presupuestales tendientes a: a) Fortalecer las actividades Culturales en el Centro Geográfico de Colombia para fomentar el sentido de pertenencia de la cultura llanera; b) Promocionar el Centro Geográfico de Colombia como patrimonio Cultural de la Nación para garantizar su reconocimiento a nivel nacional y poder dinamizar el turismo en la región; c) Garantizar la integridad cultural, ambiental y arquitectónica del Centro Geográfico de Colombia; d) Las demás que se consideren necesarias para proteger y promover el Centro Geográfico de Colombia como Patrimonio Nacional de nuestro país.",7/23/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2022,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Jonatán Tamayo Pérez,ppor-medio-del-cual-se-declara-el-centro-geografico-de-colombia-como-patrimonio-cultural-de-la-nacion-y-se-dictan-otras-disposiciones-centro-geografico-de-colombia-como-patrimonio/11977
955,"Por medio de la cual se adoptan los criterios técnicos y administrativos que garanticen el acceso oportuno al reconocimiento y pago real y efectivo al derecho a las pensiones anticipadas de vejez, por desempeño de actividades laborales de alto riesgo para la salud, en el Sistema General de Pensiones y se dictan otras disposiciones. [Pensiones anticipadas]",Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,Laboral,Seguridad Social y salud,"La presente ley tiene por objeto definir aspectos técnicos y administrativos necesarios para garantizar el reconocimiento y pago de la pensión especial de vejez en el Sistema General de Pensiones, de los trabajadores expuestos a actividades de alto riesgo para la salud.",9/19/2018,Radicado - Gaceta: S/N,Sin anotaciones,6/12/2019,Retirado por el Autor - Gaceta: 594/19,Art 155 Ley 5 de 1992,"Antonio Eresmid Sanguino Páez, David Ricardo Racero Mayorca, Edwing Fabián Díaz Plata, Gustavo Bolívar Moreno, Alexánder López Maya, Jorge Alberto Gómez Gallego, Iván Cepeda Castro, Jesús Alberto Castilla Salazar",ppor-medio-de-la-cual-se-adoptan-los-criterios-tecnicos-y-administrativos-que-garanticen-el-acceso-oportuno-al-reconocimiento-y-pago-real-y-efectivo-al-derecho-a-las-pensiones-anticipadas-de-vejez-por-desempeno-de-actividades-laborales-de-alto-riesgo-para-la-salud-en-el-sistema-general-de-pensiones-y-se-dictan-otras-disposiciones-pensiones-anticipadas/9674
